product_id,product_name,product_regime_tag,jurisdiction_code,jurisdiction_name,region,regulation_name,regulation_ref,enforcement_body,key_requirements,status,criticality,notes
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Circular on Cosmetics Management,Circular 06/2011/TT-BYT (rev. 32/2019),DAV/MoH Vietnam,Notification number; ASEAN aligned,in_force,critical,
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam general consumer protection law,National consumer protection statute (VN),Vietnam consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam customs / import control,National customs code (VN),Vietnam customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam mandatory language labelling,National language/labelling law (VN),Vietnam consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam restrictions on cosmetic claims,National advertising/claim rules (VN),Vietnam advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,VN,Vietnam,Asia-Pacific,Vietnam cosmetic packaging / waste rules,National packaging/EPR scheme (VN),Vietnam environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos cosmetic notification (ASEAN aligned),ACD-aligned national rules,Laos FDA,Notification & labelling,in_force,medium,
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos general consumer protection law,National consumer protection statute (LA),Laos consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos customs / import control,National customs code (LA),Laos customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos mandatory language labelling,National language/labelling law (LA),Laos consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos restrictions on cosmetic claims,National advertising/claim rules (LA),Laos advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,LA,Laos,Asia-Pacific,Laos cosmetic packaging / waste rules,National packaging/EPR scheme (LA),Laos environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia cosmetic notification (ASEAN aligned),ACD-aligned national rules,Cambodia FDA,Notification & labelling,in_force,medium,
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia general consumer protection law,National consumer protection statute (KH),Cambodia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia customs / import control,National customs code (KH),Cambodia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia mandatory language labelling,National language/labelling law (KH),Cambodia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia restrictions on cosmetic claims,National advertising/claim rules (KH),Cambodia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,KH,Cambodia,Asia-Pacific,Cambodia cosmetic packaging / waste rules,National packaging/EPR scheme (KH),Cambodia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Control of Drugs and Cosmetics Regulations 1984,P.U.(A) 223/1984,NPRA Malaysia,Notification; labelling Bahasa,in_force,critical,
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Guidelines for Control of Cosmetic Products,NPRA Guidelines,NPRA,GMP; claim substantiation,in_force,high,
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia general consumer protection law,National consumer protection statute (MY),Malaysia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia customs / import control,National customs code (MY),Malaysia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia mandatory language labelling,National language/labelling law (MY),Malaysia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia restrictions on cosmetic claims,National advertising/claim rules (MY),Malaysia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,MY,Malaysia,Asia-Pacific,Malaysia cosmetic packaging / waste rules,National packaging/EPR scheme (MY),Malaysia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Health Products Act — Cosmetics,Act 14 of 2007,HSA Singapore,Notification via HSA portal; ASEAN aligned,in_force,critical,
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Health Products (Cosmetic Products — ASEAN) Regulations,S 247/2007,HSA Singapore,Composition; labelling,in_force,high,
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore general consumer protection law,National consumer protection statute (SG),Singapore consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore customs / import control,National customs code (SG),Singapore customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore mandatory language labelling,National language/labelling law (SG),Singapore consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore restrictions on cosmetic claims,National advertising/claim rules (SG),Singapore advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,SG,Singapore,Asia-Pacific,Singapore cosmetic packaging / waste rules,National packaging/EPR scheme (SG),Singapore environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,BPOM Regulation Cosmetics,BPOM No 23/2019 + amendments,BPOM Indonesia,Notification; halal certification path,in_force,critical,
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Halal Cosmetics,Law No 33/2014 + GR 31/2019,BPJPH,Mandatory halal certification (phased),in_force,high,
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia general consumer protection law,National consumer protection statute (ID),Indonesia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia customs / import control,National customs code (ID),Indonesia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia mandatory language labelling,National language/labelling law (ID),Indonesia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia restrictions on cosmetic claims,National advertising/claim rules (ID),Indonesia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,ID,Indonesia,Asia-Pacific,Indonesia cosmetic packaging / waste rules,National packaging/EPR scheme (ID),Indonesia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,ASEAN Cosmetic Directive Implementation,FDA Circular No 2016-008,FDA Philippines,Notification; labelling EN/Filipino,in_force,critical,
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,RA 9711 (FDA Act),Republic Act 9711,FDA Philippines,FDA mandate for cosmetics,in_force,high,
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines general consumer protection law,National consumer protection statute (PH),Philippines consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines customs / import control,National customs code (PH),Philippines customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines mandatory language labelling,National language/labelling law (PH),Philippines consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines restrictions on cosmetic claims,National advertising/claim rules (PH),Philippines advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,PH,Philippines,Asia-Pacific,Philippines cosmetic packaging / waste rules,National packaging/EPR scheme (PH),Philippines environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei cosmetics notification ACD,ASEAN ACD-aligned,Ministry of Health BN,Notification + labelling,in_force,medium,
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei general consumer protection law,National consumer protection statute (BN),Brunei consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei customs / import control,National customs code (BN),Brunei customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei mandatory language labelling,National language/labelling law (BN),Brunei consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei restrictions on cosmetic claims,National advertising/claim rules (BN),Brunei advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,BN,Brunei,Asia-Pacific,Brunei cosmetic packaging / waste rules,National packaging/EPR scheme (BN),Brunei environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste cosmetics import rules,National import code,MoH TL,Limited regulation,in_force,low,
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste general consumer protection law,National consumer protection statute (TL),Timor-Leste consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste customs / import control,National customs code (TL),Timor-Leste customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste mandatory language labelling,National language/labelling law (TL),Timor-Leste consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste restrictions on cosmetic claims,National advertising/claim rules (TL),Timor-Leste advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,TL,Timor-Leste,Asia-Pacific,Timor-Leste cosmetic packaging / waste rules,National packaging/EPR scheme (TL),Timor-Leste environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia Industrial Chemicals Act,Act No 12 of 2019,AICIS,Inventory listing of ingredients (AIIC),in_force,critical,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Therapeutic Goods Act (border with cosmetic),Act 1989,TGA,Borderline cosmetic/therapeutic claims,in_force,high,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Consumer Goods (Cosmetics) Information Standard,Trade Practices Act / ACL,ACCC,Ingredient labelling AICS-aligned,in_force,high,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australian Dangerous Goods Code,ADG Code,NTC,Transport classification if applicable,in_force,low,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia general consumer protection law,National consumer protection statute (AU),Australia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia customs / import control,National customs code (AU),Australia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia mandatory language labelling,National language/labelling law (AU),Australia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia restrictions on cosmetic claims,National advertising/claim rules (AU),Australia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU,Australia,Asia-Pacific,Australia cosmetic packaging / waste rules,National packaging/EPR scheme (AU),Australia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,Cosmetic Products Group Standard 2020,Group Standard HSR002552,EPA NZ,Adopts EU Cosmetics Reg Annex restrictions,in_force,critical,
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,Hazardous Substances and New Organisms Act,HSNO Act 1996,EPA NZ,Hazardous substances framework,in_force,high,
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,Fair Trading Act,FTA 1986,Commerce Commission,Misleading conduct/labelling,in_force,high,
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,New Zealand general consumer protection law,National consumer protection statute (NZ),New Zealand consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,New Zealand customs / import control,National customs code (NZ),New Zealand customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,New Zealand mandatory language labelling,National language/labelling law (NZ),New Zealand consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,New Zealand restrictions on cosmetic claims,National advertising/claim rules (NZ),New Zealand advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,NZ,New Zealand,Asia-Pacific,New Zealand cosmetic packaging / waste rules,National packaging/EPR scheme (NZ),New Zealand environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji consumer protection cosmetics,National consumer act,Fiji consumer council,Import rules,in_force,low,
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji general consumer protection law,National consumer protection statute (FJ),Fiji consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji customs / import control,National customs code (FJ),Fiji customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji mandatory language labelling,National language/labelling law (FJ),Fiji consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji restrictions on cosmetic claims,National advertising/claim rules (FJ),Fiji advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,FJ,Fiji,Asia-Pacific,Fiji cosmetic packaging / waste rules,National packaging/EPR scheme (FJ),Fiji environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea consumer protection cosmetics,National consumer act,Papua New Guinea consumer council,Import rules,in_force,low,
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea general consumer protection law,National consumer protection statute (PG),Papua New Guinea consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea customs / import control,National customs code (PG),Papua New Guinea customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea mandatory language labelling,National language/labelling law (PG),Papua New Guinea consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea restrictions on cosmetic claims,National advertising/claim rules (PG),Papua New Guinea advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,PG,Papua New Guinea,Asia-Pacific,Papua New Guinea cosmetic packaging / waste rules,National packaging/EPR scheme (PG),Papua New Guinea environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,ASEAN,ASEAN,Asia-Pacific,ASEAN Cosmetic Directive,ACD 2003 + amendments,ACC (ASEAN Cosmetic Committee),Harmonised cosmetic rules; ASEAN dossier,in_force,critical,
1,Shampoing,Cosmétique rinse-off,ASEAN,ASEAN,Asia-Pacific,ASEAN Cosmetic Product Notification,ACD Annex,ACC,Common notification template,in_force,high,
1,Shampoing,Cosmétique rinse-off,SAARC,SAARC,Asia-Pacific,SAARC consumer protection framework,SAARC Charter,SAARC Secretariat,Cooperation only,draft,low,
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales state consumer/fair trading act,State Fair Trading Act (AU-NSW),New South Wales Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales general consumer protection law,National consumer protection statute (AU-NSW),New South Wales consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales customs / import control,National customs code (AU-NSW),New South Wales customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales mandatory language labelling,National language/labelling law (AU-NSW),New South Wales consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales restrictions on cosmetic claims,National advertising/claim rules (AU-NSW),New South Wales advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-NSW,New South Wales,Asia-Pacific,New South Wales cosmetic packaging / waste rules,National packaging/EPR scheme (AU-NSW),New South Wales environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria state consumer/fair trading act,State Fair Trading Act (AU-VIC),Victoria Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria general consumer protection law,National consumer protection statute (AU-VIC),Victoria consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria customs / import control,National customs code (AU-VIC),Victoria customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria mandatory language labelling,National language/labelling law (AU-VIC),Victoria consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria restrictions on cosmetic claims,National advertising/claim rules (AU-VIC),Victoria advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-VIC,Victoria,Asia-Pacific,Victoria cosmetic packaging / waste rules,National packaging/EPR scheme (AU-VIC),Victoria environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland state consumer/fair trading act,State Fair Trading Act (AU-QLD),Queensland Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland general consumer protection law,National consumer protection statute (AU-QLD),Queensland consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland customs / import control,National customs code (AU-QLD),Queensland customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland mandatory language labelling,National language/labelling law (AU-QLD),Queensland consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland restrictions on cosmetic claims,National advertising/claim rules (AU-QLD),Queensland advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-QLD,Queensland,Asia-Pacific,Queensland cosmetic packaging / waste rules,National packaging/EPR scheme (AU-QLD),Queensland environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia state consumer/fair trading act,State Fair Trading Act (AU-WA),Western Australia Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia general consumer protection law,National consumer protection statute (AU-WA),Western Australia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia customs / import control,National customs code (AU-WA),Western Australia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia mandatory language labelling,National language/labelling law (AU-WA),Western Australia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia restrictions on cosmetic claims,National advertising/claim rules (AU-WA),Western Australia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-WA,Western Australia,Asia-Pacific,Western Australia cosmetic packaging / waste rules,National packaging/EPR scheme (AU-WA),Western Australia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia state consumer/fair trading act,State Fair Trading Act (AU-SA),South Australia Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia general consumer protection law,National consumer protection statute (AU-SA),South Australia consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia customs / import control,National customs code (AU-SA),South Australia customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia mandatory language labelling,National language/labelling law (AU-SA),South Australia consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia restrictions on cosmetic claims,National advertising/claim rules (AU-SA),South Australia advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-SA,South Australia,Asia-Pacific,South Australia cosmetic packaging / waste rules,National packaging/EPR scheme (AU-SA),South Australia environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania state consumer/fair trading act,State Fair Trading Act (AU-TAS),Tasmania Fair Trading,State-level consumer enforcement,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania general consumer protection law,National consumer protection statute (AU-TAS),Tasmania consumer authority,"Baseline consumer rights, misleading claims, warranties",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania customs / import control,National customs code (AU-TAS),Tasmania customs authority,"Import declaration, classification, duties, prohibited goods checks",in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania mandatory language labelling,National language/labelling law (AU-TAS),Tasmania consumer/language authority,Mandatory product labelling in official language(s),in_force,medium,Cross-cutting baseline
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania restrictions on cosmetic claims,National advertising/claim rules (AU-TAS),Tasmania advertising standards / consumer authority,Substantiation of cosmetic claims; restrictions on therapeutic claims,in_force,medium,
1,Shampoing,Cosmétique rinse-off,AU-TAS,Tasmania,Asia-Pacific,Tasmania cosmetic packaging / waste rules,National packaging/EPR scheme (AU-TAS),Tasmania environment / EPR authority,Producer responsibility for packaging waste; recyclability,in_force,medium,
1,Shampoing,Cosmétique rinse-off,SA,Saudi Arabia,Middle East,SFDA Cosmetics Law,Royal Decree M/29 (2024),SFDA,Notification SFDA; Saudi Authorised Person,in_force,critical,
